iter	RMSE
551	13.70224682
552	13.69121941
553	13.68450384
554	13.67430768
555	13.66630926
556	13.6526681
557	13.64818235
558	13.63060424
559	13.62729326
560	13.61441508
561	13.5895712
562	13.58001921
563	13.56862456
564	13.56520694
565	13.55815335
566	13.55086568
567	13.54614967
568	13.53481415
569	13.52516922
570	13.51194977
571	13.50918343
572	13.5000219
573	13.49695834
574	13.48903045
575	13.48476911
576	13.474355
577	13.463753
578	13.45579701
579	13.44042722
580	13.43185607
581	13.42111165
582	13.41207301
583	13.40299577
584	13.39978287
585	13.37742257
586	13.36930972
587	13.36044308
588	13.35304879
589	13.34079726
590	13.33254751
591	13.32569095
592	13.31528477
593	13.30820399
594	13.29388827
595	13.28591585
596	13.27465725
597	13.26569186
598	13.26063772
599	13.25914829
600	13.24669447
601	13.22227263
602	13.20327447
603	13.1985824
604	13.18962335
605	13.18306296
606	13.17796901
607	13.17107321
608	13.16305306
609	13.15096629
610	13.1415667
611	13.13298137
612	13.11796924
613	13.10625459
614	13.09598461
615	13.08939224
616	13.08186036
617	13.073133
618	13.06131893
619	13.05319661
620	13.04655342
621	13.03951139
622	13.0292441
623	13.01804666
624	13.01031294
625	13.0072692
626	13.00364408
627	12.99561364
628	12.97915404
629	12.96623735
630	12.95795736
631	12.95087203
632	12.94335287
633	12.93526578
634	12.92558645
635	12.91224958
636	12.9034884
637	12.89650916
638	12.88944069
639	12.87677841
640	12.85495966
641	12.84188578
642	12.8346276
643	12.82688907
644	12.81637857
645	12.80857069
646	12.80524445
647	12.80009556
648	12.79593901
649	12.78157311
650	12.7736987
651	12.76865306
652	12.75859367
653	12.74972911
654	12.73683221
655	12.72390231
656	12.72023714
657	12.70849664
658	12.70168164
659	12.69828649
660	12.68988829
661	12.68536396
662	12.6709613
663	12.6622344
664	12.64798291
665	12.63723017
666	12.62601858
667	12.61807063
668	12.61217249
669	12.60504416
670	12.59505881
671	12.58528421
672	12.57571001
673	12.56455998
674	12.55771039
675	12.55154214
676	12.53877916
677	12.5291068
678	12.52215796
679	12.51451456
680	12.50500776
681	12.49764736
682	12.49283354
683	12.48587538
684	12.48012276
685	12.46725637
686	12.46125985
687	12.46081743
688	12.4527268
689	12.43885168
690	12.43109425
691	12.42392183
692	12.41645388
693	12.40720356
694	12.39504502
695	12.38791027
696	12.38216883
697	12.37319566
698	12.36700103
699	12.35420911
700	12.34035455
701	12.32817419
702	12.32637719
703	12.3202586
704	12.30942626
705	12.30232002
706	12.29614892
707	12.28995365
708	12.28615176
709	12.28068227
710	12.27313647
711	12.26567597
712	12.24686577
713	12.24019515
714	12.23269238
715	12.22517183
716	12.21581942
717	12.2084775
718	12.20732896
719	12.1944193
720	12.18579066
721	12.18355815
722	12.17561052
723	12.16952817
724	12.15969842
725	12.14790095
726	12.13787079
727	12.12885137
728	12.11860726
729	12.11256316
730	12.10109702
731	12.0957502
732	12.09025491
733	12.07769296
734	12.06992228
735	12.06163039
736	12.05185565
737	12.04486482
738	12.03331564
739	12.02505625
740	12.01920832
741	12.01085196
742	12.00555678
743	11.99592628
744	11.98652711
745	11.97980774
746	11.96961132
747	11.96036498
748	11.95458537
749	11.94631391
750	11.93973218
751	11.9317536
752	11.92666921
753	11.92069484
754	11.91253443
755	11.90804309
756	11.90266262
757	11.89646091
758	11.8878739
759	11.88137701
760	11.87096299
761	11.86094156
762	11.85301085
763	11.85215448
764	11.83695778
765	11.83339314
766	11.82712289
767	11.81799153
768	11.81104448
769	11.80546375
770	11.79969971
771	11.79288659
772	11.78536425
773	11.77103269
774	11.76474574
775	11.7600044
776	11.7527429
777	11.74599575
778	11.73743647
779	11.72914073
780	11.71875542
781	11.7095005
782	11.70201942
783	11.69345454
784	11.6878655
785	11.67779822
786	11.67115492
787	11.66217253
788	11.65526148
789	11.64949556
790	11.64489486
791	11.63395686
792	11.62251961
793	11.61871361
794	11.61770302
795	11.6083908
796	11.60225198
797	11.59541025
798	11.58837197
799	11.58572636
800	11.57891158
801	11.5714011
802	11.57003921
803	11.55828269
804	11.55235069
805	11.54598251
806	11.54327117
807	11.53184739
808	11.52690929
809	11.52144499
810	11.51528017
811	11.51050408
812	11.50395136
813	11.4984702
814	11.4878063
815	11.48765017
816	11.48199102
817	11.47599619
818	11.46691112
819	11.46182631
820	11.45909196
821	11.44444737
822	11.43655367
823	11.4262195
824	11.41814331
825	11.41405301
826	11.41048096
827	11.40474564
828	11.39320434
829	11.38699841
830	11.38270734
831	11.37410013
832	11.3693563
833	11.3642505
834	11.36004534
835	11.35658505
836	11.35175294
837	11.34854507
838	11.34615626
839	11.33816755
840	11.33358697
841	11.32653828
842	11.3227562
843	11.3161283
844	11.30876362
845	11.30230928
846	11.29614395
847	11.28778592
848	11.28072206
849	11.27299349
850	11.26560198
851	11.25800186
852	11.25290372
853	11.24160947
854	11.23481321
855	11.22716402
856	11.22194889
857	11.21636163
858	11.21271192
859	11.20592498
860	11.20288738
861	11.19974647
862	11.18745936
863	11.18360662
864	11.17932211
865	11.17084184
866	11.16777963
867	11.16119786
868	11.15585247
869	11.1485641
870	11.14634538
871	11.14131549
872	11.13538189
873	11.12851232
874	11.12350376
875	11.11840518
876	11.10675085
877	11.1003655
878	11.09196236
879	11.08632771
880	11.07634852
881	11.06707734
882	11.06087301
883	11.05654169
884	11.05086448
885	11.04215166
886	11.03690123
887	11.03476381
888	11.02785536
889	11.02434201
890	11.01837049
891	11.01244378
892	11.00554918
893	10.99476112
894	10.98795644
895	10.97961995
896	10.97606911
897	10.96690972
898	10.96233305
899	10.95350971
900	10.94923732
901	10.94537492
902	10.94216182
903	10.94105892
904	10.93184798
905	10.9256558
906	10.92028393
907	10.91702837
908	10.90880071
909	10.90020193
910	10.89941844
911	10.89091073
912	10.8858549
913	10.87823968
914	10.8722923
915	10.86545441
916	10.86110754
917	10.84969862
918	10.84532666
919	10.84239179
920	10.83328467
921	10.82618162
922	10.81547446
923	10.80935193
924	10.79940415
925	10.79090349
926	10.78904447
927	10.7811558
928	10.7769903
929	10.77371643
930	10.76751424
931	10.76200899
932	10.75395228
933	10.74673996
934	10.73985447
935	10.73218151
936	10.72772581
937	10.71885868
938	10.71219666
939	10.70532229
940	10.70048239
941	10.69752207
942	10.69421657
943	10.68354262
944	10.68048715
945	10.67316579
946	10.66670803
947	10.6640758
948	10.6601295
949	10.65308224
950	10.64563066
951	10.64009202
952	10.63540032
953	10.62980303
954	10.62518214
955	10.6192772
956	10.61209621
957	10.60738944
958	10.59919611
959	10.59588818
960	10.59087012
961	10.58739667
962	10.57943578
963	10.57529449
964	10.57243211
965	10.56915563
966	10.56378219
967	10.56030751
968	10.55575137
969	10.549872
970	10.54512942
971	10.54070429
972	10.53482713
973	10.52977918
974	10.52631148
975	10.51793046
976	10.51060316
977	10.50592585
978	10.50137366
979	10.49497466
980	10.49056646
981	10.48375749
982	10.47734646
983	10.47302965
984	10.46252419
985	10.45887822
986	10.45249528
987	10.44446524
988	10.43580581
989	10.43046357
990	10.42449791
991	10.42109468
992	10.41752134
993	10.41233027
994	10.40652068
995	10.40078925
996	10.39744399
997	10.3916284
998	10.38865749
999	10.38140907
